,name,company,year,Price,kms_driven,fuel_type,price
359,MarutiSuzukiSX4,Maruti,2012,"2,65,000",46000,Diesel,265000
360,MarutiSuzukiZen,Maruti,2003,"85,000",69900,Petrol,85000
361,MahindraJeepCL550,Mahindra,2019,"3,79,000",0,Diesel,379000
362,Hyundaii10Magna,Hyundai,2011,"1,75,000",45000,Petrol,175000
363,MarutiSuzukiAlto,Maruti,2015,"2,19,000",5000,Petrol,219000
364,MarutiSuzukiSwift,Maruti,2016,"3,50,000",166000,Diesel,350000
365,HondaCityZX,Honda,2008,"1,49,000",42000,Petrol,149000
366,MahindraJeepCL550,Mahindra,2018,"3,85,000",588,Diesel,385000
367,MahindraJeepMM,Mahindra,2006,"4,25,000",122,Diesel,425000
368,ChevroletBeatDiesel,Chevrolet,2017,"1,50,000",62000,Diesel,150000
369,HondaCity1.5,Honda,2010,"2,25,000",70000,Petrol,225000
370,HyundaiVerna1.4,Hyundai,2014,"3,75,000",36000,Petrol,375000
371,ToyotaInnova2.5,Toyota,2012,"7,70,000",0,Diesel,770000
372,MarutiSuzukiMaruti,Maruti,1995,"30,000",55000,Petrol,30000
373,ToyotaEtios,Toyota,2011,"2,75,000",36000,Diesel,275000
374,VolkswagenPolo,Volkswagen,2015,"3,30,000",38000,Diesel,330000
375,MarutiSuzukiSwift,Maruti,2014,"3,35,000",55000,Diesel,335000
376,HyundaiElitei20,Hyundai,2015,"4,50,000",20000,Diesel,450000
377,MarutiSuzukiSwift,Maruti,2012,"2,25,000",40000,Petrol,225000
378,MarutiSuzukiVersa,Maruti,2004,"80,000",50000,Petrol,80000
379,TataIndigoLX,Tata,2016,"1,30,000",104000,Diesel,130000
380,VolkswagenVentoKonekt,Volkswagen,2011,"2,45,000",65000,Diesel,245000
381,MercedesBenzC,Mercedes,2002,"3,99,000",41000,Petrol,399000
382,MarutiSuzukiErtiga,Maruti,2013,"4,50,000",90000,Diesel,450000
383,HondaCity,Honda,2000,"65,000",80000,Petrol,65000
384,HyundaiSantroXing,Hyundai,2006,"75,000",46000,Petrol,75000
385,MarutiSuzukiOmni,Maruti,2001,"70,000",70000,Petrol,70000
386,HyundaiSonataTransform,Hyundai,2017,"1,90,000",36469,Diesel,190000
387,HyundaiElitei20,Hyundai,2018,"6,00,000",7800,Petrol,600000
388,VolkswagenVentoKonekt,Volkswagen,2011,"2,45,000",65000,Diesel,245000
389,MarutiSuzukiAlto,Maruti,2017,"2,40,000",60000,Petrol,240000
390,MarutiSuzukiAlto,Maruti,2011,"1,55,000",32000,Petrol,155000
391,HondaJazzS,Honda,2009,"1,69,999",24695,Petrol,169999
392,HyundaiGrandi10,Hyundai,2017,"4,50,000",15141,Petrol,450000
393,MarutiSuzukiZen,Maruti,2001,"40,000",40000,Petrol,40000
394,MahindraScorpioW,Mahindra,2012,"1,65,000",65000,Diesel,165000
395,MarutiSuzukiAlto,Maruti,2014,"2,70,000",22000,Petrol,270000
396,HyundaiGrandi10,Hyundai,2016,"2,80,000",59910,Diesel,280000
397,MahindraXUV500W8,Mahindra,2012,"5,60,000",100000,Diesel,560000
398,HyundaiCreta1.6,Hyundai,2016,"9,50,000",25000,Petrol,950000
399,Hyundaii20Magna,Hyundai,2013,"3,10,000",35000,Petrol,310000
400,RenaultDuster85,Renault,2015,"7,15,000",65000,Diesel,715000
401,HyundaiGrandi10,Hyundai,2014,"3,40,000",35000,Petrol,340000
402,HondaBrioV,Honda,2012,"2,35,000",33000,Petrol,235000
403,MahindraTUV300T4,Mahindra,2017,"6,10,000",68000,Diesel,610000
404,ChevroletSparkLS,Chevrolet,2010,"95,000",23000,Petrol,95000
405,MahindraTUV300T8,Mahindra,2018,"10,00,000",4500,Diesel,1000000
406,MarutiSuzukiSwift,Maruti,2015,"2,20,000",129000,Diesel,220000
407,NissanXTrail,Nissan,2019,"12,00,000",300,Diesel,1200000
408,MarutiSuzukiAlto,Maruti,2015,"2,30,000",5000,Petrol,230000
409,FordIkon1.3,Ford,2001,"45,000",65000,Petrol,45000
410,ToyotaFortuner3.0,Toyota,2010,"9,40,000",131000,Diesel,940000
411,TataManzaELAN,Tata,2010,"1,55,555",111111,Petrol,155555
412,MercedesBenzA,Mercedes,2013,"15,00,000",14000,Petrol,1500000
413,ChevroletBeatLS,Chevrolet,2016,"2,10,000",22000,Diesel,210000
414,FordEcoSportTrend,Ford,2013,"4,95,000",38000,Diesel,495000
415,TataIndigoLS,Tata,2016,"1,25,000",70000,Diesel,125000
416,Hyundaii20Magna,Hyundai,2010,"1,95,000",36000,Petrol,195000
417,VolkswagenVentoHighline,Volkswagen,2015,"5,50,000",34000,Diesel,550000
418,RenaultKwidRXT,Renault,2015,"2,70,000",43000,Petrol,270000
419,FordEcoSportTitanium,Ford,2014,"5,00,000",40000,Diesel,500000
420,HondaAmaze1.5,Honda,2016,"2,40,000",160000,Diesel,240000
421,HyundaiVerna1.6,Hyundai,2017,"8,00,000",12000,Petrol,800000
422,BMW5Series,BMW,2011,"12,99,000",49000,Diesel,1299000
423,SkodaSuperb1.8,Skoda,2011,"5,30,000",68000,Petrol,530000
424,AudiQ32.0,Audi,2013,"14,99,000",37000,Diesel,1499000
425,MahindraBoleroDI,Mahindra,2012,"2,20,000",59466,Diesel,220000
426,MahindraScorpioS10,Mahindra,2015,"9,00,000",97200,Diesel,900000
427,FordFigoDuratorq,Ford,2012,"2,50,000",99000,Diesel,250000
428,MarutiSuzukiWagon,Maruti,2018,"3,95,000",25500,Petrol,395000
429,MahindraLoganDiesel,Mahindra,2009,"1,30,000",66000,Petrol,130000
430,TataNanoGenX,Tata,2010,"32,000",44005,Petrol,32000
431,MahindraTUV300T4,Mahindra,2016,"5,40,000",35000,Diesel,540000
432,MahindraTUV300T4,Mahindra,2016,"5,40,000",35000,Diesel,540000
433,HyundaiElitei20,Hyundai,2015,"4,05,000",28000,Petrol,405000
434,HyundaiElitei20,Hyundai,2015,"4,00,000",30000,Petrol,400000
435,HondaCitySV,Honda,2017,"7,60,000",4000,Petrol,760000
436,MarutiSuzukiBaleno,Maruti,2016,"5,00,000",28000,Petrol,500000
437,FordFigoPetrol,Ford,2011,"1,75,000",75000,Petrol,175000
438,MahindraScorpioS10,Mahindra,2015,"9,00,000",97200,Diesel,900000
439,HondaCity,Honda,2017,"7,50,000",3000,Petrol,750000
440,HyundaiElitei20,Hyundai,2015,"4,19,000",20000,Petrol,419000
441,MarutiSuzukiVersa,Maruti,2004,"90,000",50000,Petrol,90000
442,HyundaiEonEra,Hyundai,2018,"1,40,000",2110,Petrol,140000
443,MitsubishiPajeroSport,Mitsubishi,2015,"15,40,000",43222,Petrol,1540000
444,Hyundaii10Magna,Hyundai,2008,"2,75,000",100200,Petrol,275000
445,ToyotaCorollaH2,Toyota,2003,"1,50,000",100000,Petrol,150000
446,MarutiSuzukiSwift,Maruti,2011,"2,30,000",65,Petrol,230000
447,TataIndigoCS,Tata,2015,"1,23,000",100000,Diesel,123000
448,MahindraScorpioS10,Mahindra,2015,"9,00,000",97200,Diesel,900000
449,MahindraScorpioS10,Mahindra,2015,"9,00,000",97200,Diesel,900000
450,HyundaiXcentBase,Hyundai,2016,"3,00,000",140000,Diesel,300000
451,HondaCity,Honda,2015,"4,99,999",55000,Petrol,499999
452,HyundaiAccentExecutive,Hyundai,2009,"1,65,000",48000,Petrol,165000
453,MarutiSuzukiBaleno,Maruti,2016,"4,98,000",22000,Petrol,498000
454,TataZestXE,Tata,2018,"4,80,000",103553,Diesel,480000
455,MarutiSuzukiDzire,Maruti,2017,"4,88,000",80000,Diesel,488000
456,TataSumoGold,Tata,2014,"2,50,000",99000,Diesel,250000
457,ToyotaCorollaAltis,Toyota,2010,"2,20,000",58000,Petrol,220000
458,MarutiSuzukiEeco,Maruti,2013,"2,90,000",70000,LPG,290000
459,ToyotaFortuner3.0,Toyota,2015,"15,25,000",120000,Diesel,1525000
460,MahindraXUV500W6,Mahindra,2013,"5,48,900",49800,Diesel,548900
461,TataTigorRevotron,Tata,2019,"6,50,000",100,Diesel,650000
462,MarutiSuzuki800,Maruti,2001,"55,000",81876,Petrol,55000
463,MarutiSuzukiErtiga,Maruti,2015,"5,50,000",75000,Petrol,550000
464,MarutiSuzukiVersa,Maruti,2004,"90,000",50000,Petrol,90000
465,HondaMobilioS,Honda,2014,"3,99,000",44000,Diesel,399000
466,MarutiSuzukiErtiga,Maruti,2016,"7,30,000",55000,Diesel,730000
467,MarutiSuzukiVitara,Maruti,2017,"7,25,000",36000,Diesel,725000
468,HyundaiVerna1.6,Hyundai,2016,"1,95,000",56000,Diesel,195000
469,MarutiSuzukiSwift,Maruti,2007,"1,30,000",62000,Petrol,130000
470,ToyotaFortuner3.0,Toyota,2015,"15,25,000",120000,Diesel,1525000
471,MarutiSuzukiOmni,Maruti,2014,"1,90,000",6020,Petrol,190000
472,HondaAmaze,Honda,2013,"2,50,000",55700,Diesel,250000
473,TataIndica,Tata,2005,"80,000",42000,Petrol,80000
474,HyundaiSantroXing,Hyundai,2003,"1,20,000",50000,Petrol,120000
475,MarutiSuzukiZen,Maruti,2010,"1,49,000",35000,Petrol,149000
476,MarutiSuzukiWagon,Maruti,2014,"2,50,000",18500,Petrol,250000
477,MarutiSuzukiWagon,Maruti,2007,"1,20,000",7000,Petrol,120000
478,HondaBrioVX,Honda,2017,"4,50,000",11000,Petrol,450000
479,MarutiSuzukiZen,Maruti,2003,"99,999",53000,Petrol,99999
480,MarutiSuzukiZen,Maruti,2008,"1,35,000",23000,Petrol,135000
481,MarutiSuzukiWagon,Maruti,2016,"2,25,000",35500,Diesel,225000
482,MarutiSuzukiAlto,Maruti,2010,"99,000",22134,Petrol,99000
483,RenaultKwidRXT,Renault,2019,"3,70,000",1000,Petrol,370000
484,TataNanoLx,Tata,2010,"52,000",9000,Petrol,52000
485,JaguarXEXE,Jaguar,2016,"28,00,000",8500,Petrol,2800000
486,HyundaiEonMagna,Hyundai,2014,"1,90,000",35000,Petrol,190000
487,HondaCity1.5,Honda,2014,"4,99,000",22000,Petrol,499000
488,HindustanMotorsAmbassador,Hindustan,2002,"90,000",25000,Diesel,90000
489,MarutiSuzukiRitz,Maruti,2010,"1,49,000",40000,Petrol,149000
490,HyundaiGrandi10,Hyundai,2017,"4,00,000",20000,Petrol,400000
491,HyundaiEonD,Hyundai,2016,"1,20,000",87000,Petrol,120000
492,MarutiSuzukiSwift,Maruti,2015,"2,50,000",55000,Petrol,250000
493,MarutiSuzukiWagon,Maruti,2017,"3,75,000",23000,Petrol,375000
494,HondaAmaze1.2,Honda,2014,"3,81,000",6000,Petrol,381000
495,MarutiSuzukiEstilo,Maruti,2013,"1,80,000",65000,Petrol,180000
496,MarutiSuzukiVitara,Maruti,2016,"5,80,000",25000,Diesel,580000
497,MarutiSuzukiEeco,Maruti,2015,"2,78,000",39000,Petrol,278000
498,HyundaiCreta1.6,Hyundai,2016,"10,00,000",8000,Petrol,1000000
499,MahindraScorpioVlx,Mahindra,2013,"6,90,000",75000,Diesel,690000
500,MarutiSuzukiErtiga,Maruti,2012,"4,80,000",51000,Diesel,480000
501,MitsubishiLancer1.8,Mitsubishi,2006,"85,000",50000,Petrol,85000
502,MarutiSuzukiMaruti,Maruti,2001,"40,000",75000,Petrol,40000
503,MarutiSuzukiAlto,Maruti,2015,"90,000",55800,Petrol,90000
504,HyundaiGrandi10,Hyundai,2015,"3,40,000",53000,Petrol,340000
505,HyundaiEonD,Hyundai,2018,"2,60,000",25000,Petrol,260000
506,FordFiestaSXi,Ford,2009,"2,50,000",56400,Petrol,250000
507,MarutiSuzukiRitz,Maruti,2010,"1,80,000",72160,Diesel,180000
508,HyundaiVernaFluidic,Hyundai,2012,"3,50,000",10000,Diesel,350000
509,MarutiSuzukiWagon,Maruti,2006,"90,001",48000,Petrol,90001
510,MarutiSuzukiEstilo,Maruti,2007,"1,15,000",36000,Petrol,115000
511,AudiA62.0,Audi,2012,"15,99,000",11500,Diesel,1599000
512,MarutiSuzukiWagon,Maruti,2003,"1,30,000",133000,Petrol,130000
513,MarutiSuzukiWagon,Maruti,2009,"1,59,000",27000,Petrol,159000
514,MarutiSuzukiWagon,Maruti,2009,"1,60,000",35000,Petrol,160000
515,MarutiSuzukiAlto,Maruti,2010,"1,10,000",55000,Petrol,110000
516,MarutiSuzukiBaleno,Maruti,2016,"4,25,000",40000,Petrol,425000
517,HyundaiVerna1.6,Hyundai,2019,"9,00,000",2000,Petrol,900000
518,MarutiSuzukiSwift,Maruti,2009,"1,50,000",45000,Petrol,150000
519,HyundaiGetzPrime,Hyundai,2009,"1,10,000",20000,Petrol,110000
520,HyundaiSantro,Hyundai,2000,"51,999",88000,Petrol,51999
521,HyundaiGetzPrime,Hyundai,2009,"1,15,000",20000,Petrol,115000
522,ChevroletBeatPS,Chevrolet,2012,"2,15,000",65422,Diesel,215000
523,FordEcoSportTrend,Ford,2017,"5,80,000",10000,Petrol,580000
524,MarutiSuzukiDzire,Maruti,2013,"3,80,000",35000,Petrol,380000
525,HyundaiFluidicVerna,Hyundai,2013,"3,50,000",117000,Diesel,350000
526,TataIndicaV2,Tata,2005,"35,000",150000,Diesel,35000
527,BMWX1xDrive20d,BMW,2011,"11,50,000",72000,Diesel,1150000
528,Hyundaii20Asta,Hyundai,2010,"3,00,000",10750,Petrol,300000
529,HondaCity1.5,Honda,2009,"2,69,000",55000,Petrol,269000
530,TataNano,Tata,2013,"60,000",6800,Petrol,60000
531,ChevroletCruzeLTZ,Chevrolet,2014,"4,00,000",41000,Diesel,400000
532,HyundaiVernaFluidic,Hyundai,2015,"4,30,000",73000,Diesel,430000
533,MarutiSuzukiSwift,Maruti,2011,"1,40,000",65000,Diesel,140000
534,MahindraXUV500W6,Mahindra,2014,"85,00,003",45000,Diesel,8500003
535,MahindraXUV500W10,Mahindra,2018,"12,99,000",40000,Diesel,1299000
536,MarutiSuzukiAlto,Maruti,2014,"1,99,000",37000,Petrol,199000
537,HyundaiAccentGLE,Hyundai,2006,"90,000",55000,Petrol,90000
538,ForceMotorsOne,Force,2013,"5,50,000",140000,Diesel,550000
539,MarutiSuzukiAlto,Maruti,2019,"2,65,000",9800,Petrol,265000
540,ChevroletSpark1.0,Chevrolet,2011,"1,00,000",27000,Petrol,100000
541,Hyundaii10,Hyundai,2009,"2,15,000",27000,Petrol,215000
542,ToyotaEtiosLiva,Toyota,2012,"3,80,000",20000,Diesel,380000
543,RenaultDuster85PS,Renault,2013,"4,01,919",57923,Diesel,401919
544,ChevroletEnjoy,Chevrolet,2014,"4,90,000",30201,Diesel,490000
545,MarutiSuzukiAlto,Maruti,2017,"2,80,000",6200,Petrol,280000
546,BMW5Series,BMW,2009,"6,50,000",37518,Petrol,650000
547,ToyotaEtiosLiva,Toyota,2014,"1,60,000",24652,Petrol,160000
548,MahindraJeepMM,Mahindra,2004,"4,24,000",383,Diesel,424000
549,ChevroletBeatLS,Chevrolet,2016,"2,25,000",95000,Diesel,225000
550,ChevroletCruzeLTZ,Chevrolet,2011,"3,50,000",35000,Diesel,350000
551,JeepWranglerUnlimited,Jeep,2015,"9,50,000",3528,Diesel,950000
552,MarutiSuzukiErtiga,Maruti,2013,"4,85,000",52500,Diesel,485000
553,HyundaiVernaVGT,Hyundai,2010,"2,05,000",47900,Diesel,205000
554,MarutiSuzukiOmni,Maruti,2012,"1,60,000",14000,Petrol,160000
555,MarutiSuzukiCelerio,Maruti,2018,"3,10,000",37000,Petrol,310000
556,TataZestQuadrajet,Tata,2017,"1,80,000",90000,Diesel,180000
557,MahindraXUV500W6,Mahindra,2013,"5,49,900",52800,Diesel,549900
558,TataIndigoCS,Tata,2016,"1,50,000",104000,Diesel,150000
559,Hyundaii10Era,Hyundai,2011,"1,75,000",30000,Petrol,175000
560,TataIndigoeCS,Tata,2014,"95,000",195000,Diesel,95000
561,TataIndigoLX,Tata,2016,"2,30,000",104000,Diesel,230000
562,TataIndigoeCS,Tata,2016,"2,30,000",104000,Diesel,230000
563,TataIndigoMarina,Tata,2004,"1,80,000",70000,Diesel,180000
564,HyundaiXcentSX,Hyundai,2015,"4,00,000",43000,Diesel,400000
565,HyundaiEonMagna,Hyundai,2013,"1,85,000",23000,Petrol,185000
566,RenaultDuster85,Renault,2015,"3,85,000",51000,Diesel,385000
567,MarutiSuzukiAlto,Maruti,2009,"90,000",62000,Petrol,90000
568,TataNanoLX,Tata,2010,"32,000",48008,Petrol,32000
569,RenaultDuster110,Renault,2013,"4,35,000",39000,Diesel,435000
570,MarutiSuzukiWagon,Maruti,2010,"2,25,000",40000,Petrol,225000
571,MarutiSuzukiSwift,Maruti,2006,"1,89,700",48247,Petrol,189700
572,MarutiSuzukiErtiga,Maruti,2012,"3,89,700",39000,Diesel,389700
573,MarutiSuzukiSwift,Maruti,2014,"3,65,000",23000,Petrol,365000
574,MarutiSuzukiAlto,Maruti,2017,"3,60,000",9400,Petrol,360000
575,Hyundaii20Magna,Hyundai,2010,"2,10,000",50000,Petrol,210000
576,Hyundaii10Magna,Hyundai,2009,"1,70,000",75000,Petrol,170000
577,TataZestXE,Tata,2017,"3,80,000",70000,Diesel,380000
578,MahindraXyloE8,Mahindra,2009,"2,95,000",64000,Diesel,295000
579,ToyotaCorollaAltis,Toyota,2010,"1,85,000",55000,Petrol,185000
580,TataManzaAqua,Tata,2014,"1,60,000",200000,Diesel,160000
581,RenaultKwid1.0,Renault,2018,"2,90,000",2137,Petrol,290000
582,TataVentureEX,Tata,2013,"1,00,000",30000,Diesel,100000
583,MarutiSuzukiSwift,Maruti,2014,"3,15,000",44000,Petrol,315000
584,SkodaOctaviaClassic,Skoda,2006,"1,14,990",65000,Diesel,114990
585,MarutiSuzukiOmni,Maruti,2012,"1,20,000",160000,LPG,120000
586,ChevroletBeatDiesel,Chevrolet,2011,"1,25,000",56000,Diesel,125000
587,TataSumoGold,Tata,2012,"2,10,000",75000,Diesel,210000
588,HyundaiVerna1.6,Hyundai,2018,"8,55,000",42000,Diesel,855000
589,TataSumoGold,Tata,2012,"2,10,000",75000,Diesel,210000
590,MahindraScorpio2.6,Mahindra,2007,"2,60,000",56000,Diesel,260000
591,MarutiSuzukiZen,Maruti,2002,"95,000",10544,Petrol,95000
592,MarutiSuzukiSwift,Maruti,2011,"2,55,000",64000,Petrol,255000
593,MahindraScorpioSLX,Mahindra,2008,"3,00,000",70000,Diesel,300000
594,HyundaiGrandi10,Hyundai,2014,"3,40,000",25000,Petrol,340000
595,HyundaiElitei20,Hyundai,2017,"5,50,000",15000,Petrol,550000
596,FordIkon1.6,Ford,2003,"60,000",50000,Petrol,60000
597,ToyotaInnova2.5,Toyota,2011,"7,50,000",147000,Diesel,750000
598,NissanSunnyXL,Nissan,2011,"2,30,000",52000,Petrol,230000
599,ChevroletBeatLT,Chevrolet,2012,"1,30,000",90001,Diesel,130000
600,MarutiSuzukiAlto,Maruti,2017,"2,70,000",21000,Petrol,270000
601,MarutiSuzukiSwift,Maruti,2012,"2,80,000",48006,Diesel,280000
602,MarutiSuzukiSwift,Maruti,2012,"2,80,000",48006,Diesel,280000
603,MarutiSuzukiSwift,Maruti,2012,"2,80,000",48006,Diesel,280000
604,ToyotaInnova2.0,Toyota,2012,"6,00,000",80000,Diesel,600000
605,MarutiSuzukiSwift,Maruti,2010,"1,90,000",74000,Diesel,190000
606,HyundaiElitei20,Hyundai,2015,"5,00,000",22000,Petrol,500000
607,MahindraXUV500W10,Mahindra,2016,"10,65,000",41000,Diesel,1065000
608,VolkswagenPoloTrendline,Volkswagen,2015,"3,50,000",25000,Diesel,350000
609,ToyotaEtiosLiva,Toyota,2012,"3,50,000",85000,Diesel,350000
610,MahindraTUV300T4,Mahindra,2016,"5,40,000",29500,Diesel,540000
611,HyundaiElitei20,Hyundai,2015,"4,70,000",30000,Petrol,470000
612,HyundaiSantroXing,Hyundai,2014,"1,79,000",57000,Petrol,179000
613,MarutiSuzukiZen,Maruti,2003,"48,000",60000,Petrol,48000
614,MarutiSuzukiCiaz,Maruti,2016,"6,50,000",50000,Petrol,650000
615,HyundaiEonEra,Hyundai,2013,"1,90,000",39700,Petrol,190000
616,HyundaiElantra1.8,Hyundai,2012,"5,00,000",65000,Petrol,500000
617,MarutiSuzukiSwift,Maruti,2010,"2,70,000",67000,Diesel,270000
618,MarutiSuzukiZen,Maruti,2008,"1,25,000",46000,Petrol,125000
619,HyundaiEonEra,Hyundai,2012,"1,88,000",38000,Petrol,188000
620,HyundaiGrandi10,Hyundai,2016,"3,80,000",27000,Petrol,380000
621,HyundaiVernaFluidic,Hyundai,2011,"3,65,000",43000,Diesel,365000
622,FordEcoSportTrend,Ford,2014,"4,65,000",47000,Petrol,465000
623,Hyundaii20Magna,Hyundai,2011,"2,40,000",42000,Petrol,240000
624,ChevroletBeatDiesel,Chevrolet,2016,"1,79,999",19336,Diesel,179999
625,TataIndicaeV2,Tata,2015,"1,40,000",60105,Diesel,140000
626,JaguarXF2.2,Jaguar,2013,"21,90,000",29000,Diesel,2190000
627,AudiQ52.0,Audi,2014,"23,90,000",34000,Diesel,2390000
628,BMW3Series,BMW,2011,"10,75,000",35000,Diesel,1075000
629,MarutiSuzukiSwift,Maruti,2015,"4,75,000",22000,Petrol,475000
630,BMWX1sDrive20d,BMW,2012,"10,25,000",41000,Diesel,1025000
631,MarutiSuzukiS,Maruti,2016,"6,15,000",21000,Diesel,615000
632,MarutiSuzukiErtiga,Maruti,2013,"4,75,000",48000,Diesel,475000
633,MarutiSuzukiAlto,Maruti,2016,"2,70,000",38000,Petrol,270000
634,HondaCitySV,Honda,2014,"4,75,000",34000,Diesel,475000
635,VolkswagenVentoComfortline,Volkswagen,2011,"2,40,000",45933,Petrol,240000
636,HondaCity1.5,Honda,2005,"1,20,000",68000,Petrol,120000
637,AudiA42.0,Audi,2016,"19,00,000",44000,Diesel,1900000
638,MahindraKUV100,Mahindra,2017,"3,60,000",35000,Diesel,360000
639,TataZestXE,Tata,2018,"4,50,000",102563,Diesel,450000
640,MahindraXUV500W8,Mahindra,2015,"9,00,000",28600,Diesel,900000
641,MarutiSuzukiSwift,Maruti,2017,"6,50,000",41800,Diesel,650000
642,TataSumoGold,Tata,2014,"2,75,000",116000,Diesel,275000
643,MarutiSuzukiSwift,Maruti,2009,"2,10,000",59000,Petrol,210000
644,MahindraScorpio2.6,Mahindra,2004,"1,75,000",58000,Diesel,175000
645,MarutiSuzukiOmni,Maruti,2009,"85,000",45000,Petrol,85000
646,MitsubishiPajeroSport,Mitsubishi,2015,"14,90,000",42590,Diesel,1490000
647,RenaultDuster,Renault,2014,"8,00,000",7400,Diesel,800000
648,VolkswagenJettaComfortline,Volkswagen,2009,"4,50,000",54500,Diesel,450000
649,MarutiSuzukiErtiga,Maruti,2012,"10,00,000",200000,Diesel,1000000
650,AudiA42.0,Audi,2013,"15,10,000",27000,Diesel,1510000
651,VolvoS80Summum,Volvo,2015,"18,50,000",42000,Diesel,1850000
652,ToyotaCorollaAltis,Toyota,2014,"7,90,000",29000,Petrol,790000
653,MitsubishiPajeroSport,Mitsubishi,2015,"17,25,000",37000,Diesel,1725000
654,ChevroletBeatLT,Chevrolet,2012,"1,35,000",36000,Petrol,135000
655,BMWX1,BMW,2011,"10,00,000",34000,Diesel,1000000
656,DatsunRediGO,Datsun,2018,"2,99,999",7000,Petrol,299999
657,MercedesBenzC,Mercedes,2009,"12,25,000",76000,Diesel,1225000
658,MahindraScorpioSLX,Mahindra,2004,"1,75,000",60000,Diesel,175000
659,VolkswagenVentoComfortline,Volkswagen,2011,"2,00,000",95000,Diesel,200000
660,TataIndigoCS,Tata,2017,"2,70,000",50000,Diesel,270000
661,FordFigoPetrol,Ford,2019,"5,25,000",0,Petrol,525000
662,HondaCityZX,Honda,2006,"1,80,000",50000,Petrol,180000
663,MarutiSuzukiWagon,Maruti,2008,"1,40,000",68000,Petrol,140000
664,FordEcoSportTrend,Ford,2014,"4,00,000",16000,Petrol,400000
665,MarutiSuzukiSwift,Maruti,2016,"4,99,000",51000,Diesel,499000
666,MarutiSuzukiOmni,Maruti,2009,"85,000",56000,Petrol,85000
667,MarutiSuzukiZen,Maruti,2004,"70,000",100000,Petrol,70000
668,RenaultDusterRxL,Renault,2015,"5,50,000",36000,Petrol,550000
669,MarutiSuzukiSwift,Maruti,2014,"3,70,000",11523,Petrol,370000
670,MarutiSuzukiBaleno,Maruti,2018,"6,90,000",1000,Petrol,690000
671,HondaWRV,Honda,2009,"2,50,000",60000,Petrol,250000
672,TataIndigoCS,Tata,2016,"1,10,000",85000,Diesel,110000
673,RenaultDuster110,Renault,2013,"4,90,000",38600,Diesel,490000
674,MahindraScorpioLX,Mahindra,2009,"3,20,000",95500,Diesel,320000
675,MarutiSuzukiZen,Maruti,2004,"68,000",56000,Petrol,68000
676,MarutiSuzukiWagon,Maruti,2014,"1,30,000",37458,Petrol,130000
677,MarutiSuzukiSX4,Maruti,2016,"9,70,000",85960,Diesel,970000
678,AudiA3Cabriolet,Audi,2015,"31,00,000",12516,Petrol,3100000
679,HyundaiEonD,Hyundai,2018,"2,80,000",35000,Petrol,280000
680,MarutiSuzukiZen,Maruti,2009,"1,25,000",0,Petrol,125000
681,MahindraScorpioSLX,Mahindra,2008,"2,85,000",80000,Diesel,285000
682,HyundaiSantroAE,Hyundai,2011,"1,65,000",45000,Petrol,165000
683,MarutiSuzukiSwift,Maruti,2009,"2,50,000",51000,Diesel,250000
684,MahindraScorpioS4,Mahindra,2015,"8,65,000",30000,Diesel,865000
685,MahindraXyloD2,Mahindra,2011,"3,90,000",48000,Diesel,390000
686,HyundaiSantro,Hyundai,2003,"60,000",51000,Petrol,60000
687,ChevroletBeatLT,Chevrolet,2015,"2,15,000",90000,Diesel,215000
688,MarutiSuzukiSwift,Maruti,2015,"4,75,000",43000,Diesel,475000
689,MahindraXUV500W8,Mahindra,2015,"8,99,000",53000,Diesel,899000
690,ToyotaFortuner3.0,Toyota,2013,"14,99,000",97000,Diesel,1499000
691,MarutiSuzukiAlto,Maruti,2013,"2,40,000",20000,Petrol,240000
692,HyundaiGetzGLE,Hyundai,2007,"99,000",55000,Petrol,99000
693,MarutiSuzukiSwift,Maruti,2014,"2,60,000",120000,Diesel,260000
694,HyundaiCreta1.6,Hyundai,2019,"12,00,000",0,Petrol,1200000
695,HyundaiSantroXing,Hyundai,2007,"1,15,000",46000,Petrol,115000
696,HyundaiSantroXing,Hyundai,2009,"88,000",43200,Petrol,88000
697,MahindraXyloD2,Mahindra,2011,"3,90,000",56000,Diesel,390000
698,HyundaiSantroXing,Hyundai,2007,"1,35,000",42000,Petrol,135000
699,TataIndicaV2,Tata,2009,"90,000",30600,Diesel,90000
700,Hyundaii10Sportz,Hyundai,2011,"2,20,000",38000,Petrol,220000
701,HyundaiGrandi10,Hyundai,2017,"4,24,999",2550,Petrol,424999
702,HyundaiSantroXing,Hyundai,2007,"1,35,000",47000,Petrol,135000
703,HondaCity1.5,Honda,2005,"95,000",41000,Petrol,95000
704,NissanMicraXL,Nissan,2017,"4,30,000",62500,Diesel,430000
705,HondaCity1.5,Honda,2005,"1,15,000",68000,Petrol,115000
706,MarutiSuzukiAlto,Maruti,2015,"2,15,000",50000,Petrol,215000
707,MarutiSuzukiWagon,Maruti,2004,"53,000",69000,Petrol,53000
708,MarutiSuzukiErtiga,Maruti,2012,"5,00,000",48000,Diesel,500000
709,TataIndicaeV2,Tata,2012,"85,000",55000,Diesel,85000
710,MarutiSuzukiOmni,Maruti,2013,"1,65,000",25000,Petrol,165000
711,HyundaiEonEra,Hyundai,2014,"2,00,000",28400,Petrol,200000
712,HyundaiEon,Hyundai,2014,"2,00,000",28000,Petrol,200000
713,MarutiSuzukiSwift,Maruti,2015,"4,25,000",42000,Diesel,425000
